36,Poland,95.9,,1.5,,-0.3,,..,,1.43,,-0.4,,1.6,,0.2,,"16,000",,68.0,,148.7,,21.0,
37,Lithuania,154.7,,1.5,,-2.6,,..,,3.33,,-11.3,,4.7,,-5.0,,"2,063",,71.4,,139.5,,-12.5,
38,Chile,60.4,,8.5,,-3.0,,0.1,,0.05,,2.3,,2.6,,-0.5,,"3,674",,64.3,,129.5,,11.9,
38,Saudi Arabia,72.5,,1.3,,1.1,,..,,0.05,,5.7,,32.3,,-0.8,,"18,259",,69.6,,176.6,,-6.7,
40,Slovakia,185.2,,2.5,,0.1,,..,,2.47,,0.0,,3.3,,-10.9,,"6,235",,85.0,,122.3,,12.2,
41,Portugal,79.9,,-0.7,,-0.3,,..,,0.18,,-2.7,,8.1,,1.4,,"9,092",,68.6,,110.4,,-4.2,
42,United Arab Emirates,175.9,,3.0,,..,,..,,..,,9.3,,88.4,,38.2,,..,,91.2,,187.3,,44.7,
43,Hungary,171.2,,-0.8,,4.9,,..,,3.33,,0.6,,4.6,,3.4,,"12,140",,72.8,,118.9,,-0.9,
44,Latvia,118.9,,2.7,,6.2,,..,,5.24,,-7.2,,13.4,,-2.9,,"1,843",,79.2,,127.0,,15.1,
45,Argentina,22.9,,2.1,,-1.8,,0.0,,0.08,,0.1,,4.8,,..,,"5,931",,69.4,,143.9,,1.8,
45,Croatia,96.0,,0.3,,-0.5,,0.2,,4.32,,-0.9,,13.6,,-5.2,,"11,623",,69.8,,103.8,,-8.7,
47,Bahrain,115.3,,-4.5,,88.7,,..,,..,,4.5,,51.1,,-4.7,,"10,452",,93.5,,185.3,,48.0,
48,Montenegro,104.4,,17.5,,-20.5,,2.2,,9.55,,-0.8,,13.2,,..,,"1,350",,64.6,,162.2,,-14.1,
49,Russian Federation,50.7,,0.5,,3.2,,..,,0.52,,1.6,,8.1,,1.2,,"32,421",,73.4,,160.0,,-3.4,
50,Romania,82.7,,2.2,,-1.2,,..,,1.65,,-4.4,,1.2,,-1.4,,"8,442",,55.8,,107.1,,-3.8,
51,Kuwait,99.1,,0.3,,33.5,,..,,0.03,,29.8,,73.6,,..,,307,,82.1,,231.8,,74.2,
,High human development,,,,,,,,,,,,,,,,,,,,,,,,
52,Belarus,119.2,,2.9,,-0.9,,0.2,,1.27,,2.5,,11.4,,-4.0,,137,,62.2,,123.6,,13.6,
52,Oman,115.4,,1.2,,1.9,,0.0,,0.06,,65.2,,41.1,,-11.8,,"1,519",,74.2,,159.9,,-2.7,
54,Barbados,81.2,,5.7,,0.9,,0.4,,2.43,,1.5,,12.1,,3.9,,521,,76.1,,116.5,,-6.7,
54,Uruguay,44.9,,3.3,,-2.5,,0.2,,0.22,,-1.8,,2.1,,..,,"2,682",,64.6,,160.2,,21.8,
56,Bulgaria,131.5,,3.6,,-5.5,,..,,2.95,,-1.4,,1.4,,-4.6,,"7,311",,56.7,,129.3,,-6.4,
56,Kazakhstan,53.3,,2.2,,-2.8,,0.0,,0.10,,1.9,,20.1,,-5.1,,"4,560",,72.9,,187.2,,53.6,
58,Bahamas,93.4,,0.9,,-0.7,,..,,..,,5.2,,15.3,,..,,"1,427",,78.0,,80.3,,-32.4,
59,Malaysia,134.4,,3.7,,2.2,,0.0,,0.55,,3.1,k,8.3,k,-0.2,,"27,437",,71.1,,143.9,,20.2,
60,Palau,134.5,,-3.1,,-16.3,,9.8,,0.79,,..,,26.6,,..,,141,,..,,111.5,,57.3,
60,Panama,115.0,,11.0,,-6.8,,-0.4,,1.07,,1.5,,4.7,,..,,"1,745",,51.2,,174.2,,-3.6,
62,Antigua and Barbuda,97.8,,11.9,,-10.8,,0.2,,1.68,,-0.1,,30.6,,-19.0,,249,,65.2,,137.2,,-28.7,
63,Seychelles,181.3,,7.4,,-15.9,,0.7,,1.14,,-3.3,,13.3,,-198.3,,233,,58.1,,158.1,,22.6,
64,Mauritius,109.4,,1.8,,-0.6,,0.4,,0.01,,0.0,l,2.2,l,-11.6,,"1,039",,50.1,,140.6,,45.3,
65,Trinidad and Tobago,59.9,,5.8,,..,,0.0,,0.45,,-0.7,,3.7,,..,,412,,69.2,,157.7,,10.5,
66,Costa Rica,72.3,,5.9,,-5.9,,0.1,,1.08,,0.8,,8.8,,..,,"2,527",,59.8,,150.7,,124.9,
66,Serbia,105.1,,6.4,,-4.6,,0.9,,9.23,,-2.2,m,9.1,m,-1.2,,"1,029",,65.3,,120.5,,-3.8,
68,Cuba,44.3,,..,,..,,0.1,,..,,-1.4,,0.1,,4.1,,"2,970",,31.1,,29.7,,233.5,
69,Iran (Islamic Republic of),43.1,,0.5,,..,,0.0,,0.31,,-0.8,,3.4,,-1.0,,"4,967",,44.1,,93.4,,28.6,
70,Georgia,110.0,,9.6,,-7.5,,3.4,,10.45,,-14.4,n,4.2,n,-5.8,,"5,516",,45.2,,129.0,,42.3,
71,Turkey,58.8,,2.4,,0.5,,0.4,,0.19,,5.3,,3.8,,0.2,,"39,811",,53.7,,96.0,,12.1,
71,Venezuela (Bolivarian Republic of),54.3,,0.6,,0.1,,0.0,,0.03,,-0.5,,4.5,,-0.5,,857,,61.9,,93.0,,-3.1,
73,Sri Lanka,48.5,,0.8,,-1.6,,0.6,,8.50,,-4.7,,0.2,,-5.1,,"1,527",,30.0,,112.8,,34.9,
74,Saint Kitts and Nevis,79.0,,8.5,,-13.1,,3.8,,5.61,,..,,13.4,,-57.9,,113,,75.7,,131.8,,-13.7,
75,Albania,71.4,,8.6,,-11.5,,2.1,,9.14,,-6.3,,2.0,,-12.1,,"3,341",,63.3,,106.4,,24.5,
76,Lebanon,121.9,,5.0,,-5.3,,1.8,,15.88,,49.1,,34.1,,6.9,,"1,355",,74.0,,87.1,,32.0,
77,Mexico,72.8,,2.6,,-3.5,,0.1,,2.29,,-0.9,,0.9,,-0.6,,"29,346",,57.4,,85.3,,10.0,
78,Azerbaijan,72.6,,7.6,,-3.6,,0.3,,2.39,,-0.3,o,2.7,o,-6.6,,"2,160",,77.0,,111.3,,11.2,
79,Brazil,27.4,,4.2,,-4.7,,0.0,,0.16,,0.0,,0.3,,-0.2,,"6,430",,59.1,,126.6,,25.5,
79,Grenada,68.7,,6.2,,-9.1,,4.5,,3.03,,-8.1,,6.6,,54.1,,134,,53.8,,112.3,,-3.6,
81,Bosnia and Herzegovina,90.8,,1.7,,-1.1,,3.4,,11.08,,-0.1,,0.9,,-3.2,,536,,65.1,,90.2,,11.5,
82,The former Yugoslav Republic of Macedonia,113.3,,1.9,,-2.5,,1.9,,3.04,,-0.5,,6.3,,-5.2,,425,,70.4,,105.4,,2.9,
83,Algeria,62.5,,-0.2,,0.3,,0.1,,0.16,,-0.8,,0.6,,-1.1,,"2,301",,38.2,,113.0,,27.8,
84,Armenia,71.0,,1.7,,-4.0,,2.2,,14.12,,-0.7,,6.3,,-2.6,,"1,204",,58.2,,115.1,,-11.7,
84,Ukraine,107.5,,3.4,,-3.7,,1.1,,6.45,,0.9,p,10.8,,0.5,,"12,712",,49.3,,144.0,,23.0,
86,Jordan,97.9,,3.4,,-6.8,,7.6,,14.26,,6.5,,41.0,,3.7,,"3,990",,53.4,,179.4,,74.9,
87,Peru,44.6,,3.6,,-5.1,,0.2,,1.42,,-1.6,,0.3,,..,,"3,215",,40.9,,109.9,,10.4,
87,Thailand,131.9,,1.8,,5.4,,0.1,,1.32,,0.3,,5.8,,-0.2,,"24,810",,39.3,,125.8,,16.5,
89,Ecuador,45.1,,1.1,,-2.5,,0.2,,2.37,,-0.5,,2.4,,-1.3,,"1,557",,48.9,,79.4,,-19.4,
90,China,41.2,,2.3,,0.0,,0.0,,0.41,,-0.3,,0.1,,-1.8,,"55,622",,50.3,,93.2,,47.5,
91,Fiji,137.0,,7.6,,-5.7,,2.1,,5.07,,-6.6,,1.5,,..,,693,,46.3,,108.2,,33.4,
92,Mongolia,87.0,,1.7,,-3.8,,2.8,,2.26,,-1.1,,0.6,,-3.9,,393,,21.4,,105.0,,13.4,
92,Saint Lucia,95.3,,6.6,,-12.4,,1.3,,2.10,,0.0,,6.9,,-31.5,,338,,52.4,,101.5,,-9.1,
94,Jamaica,77.1,,5.7,,-15.1,,0.7,,16.86,,-7.0,,0.8,,..,,"2,080",,43.2,,111.5,,-3.9,
95,Colombia,39.0,,4.1,,-5.9,,0.3,,1.60,,-0.6,,0.3,,..,,"2,565",,55.9,,115.7,,20.9,
96,Dominica,80.7,,6.7,,-0.3,,3.1,,4.38,,..,,9.2,,..,,81,,67.6,,106.3,,-28.3,
97,Suriname,91.1,,4.0,,-5.5,,0.2,,0.14,,-1.9,,8.6,,..,,252,,42.8,,180.7,,82.0,
97,Tunisia,102.1,,2.3,,-2.5,,2.0,,5.46,,-0.6,,0.5,,-3.2,,"6,069",,48.5,,129.9,,24.3,
99,Dominican Republic,53.6,,3.3,,-8.3,,0.3,,7.74,,-3.0,,3.9,,2.7,,"5,141",,51.9,,82.6,,-7.0,
99,Saint Vincent and the Grenadines,78.1,,16.1,,-18.8,,1.3,,4.20,,-9.1,,4.2,,..,,71,,51.8,,103.7,,-14.0,
101,Tonga,71.3,,12.9,,..,,18.2,,27.08,,-15.4,,5.4,,..,,50,,45.0,,65.6,,25.8,
102,Libya,137.0,,2.5,,8.8,,0.5,,..,,-16.0,,12.3,,..,,..,,19.0,,157.0,,-13.0,
103,Belize,125.6,,3.4,,-3.3,,2.3,,4.81,,4.5,,15.0,,..,,321,,41.6,,48.9,,-22.3,
104,Samoa,77.7,,2.1,,-1.8,,12.0,,20.27,,-13.4,,2.6,,..,,120,,25.4,,58.5,,21.0,
105,Maldives,200.7,,10.3,,-10.1,,0.9,,0.12,,0.0,,25.9,,..,,"1,205",,54.5,,206.7,,36.2,
105,Uzbekistan,42.8,,1.6,,..,,0.5,,4.65,,-1.4,,3.9,,-8.3,,"1,969",,42.8,,73.3,,-2.8,
,Medium human development,,,,,,,,,,,,,,,,,,,,,,,,
107,Moldova (Republic of),117.2,,4.1,,-4.1,,5.9,,23.41,,-0.5,q,3.5,q,-12.3,,11,,49.8,,108.0,,51.3,
108,Botswana,99.2,,2.7,,4.0,,0.6,,0.21,,1.9,,7.1,,-5.4,,"1,544",,27.5,,169.0,,40.8,
109,Gabon,74.0,,4.4,,..,,0.6,,..,,0.6,,15.6,,..,,..,,23.5,,168.9,,63.3,
110,Paraguay,82.1,,1.1,,-1.9,,0.2,,2.00,,-2.7,,2.4,,..,,649,,44.4,,105.4,,15.0,
111,Egypt,34.9,,2.1,,-0.7,,1.2,,5.96,,-0.5,,0.5,,1.0,,"9,628",,35.9,,111.0,,22.6,
111,Turkmenistan,117.7,,11.4,,..,,0.1,,0.04,,-1.0,,3.7,,..,,..,,15.0,,145.9,,130.1,
113,Indonesia,41.9,,1.8,,-4.9,,0.0,,1.12,,-0.6,,0.1,,-0.5,,"9,435",,22.0,,132.3,,50.8,
114,"Palestine, State of",77.5,,0.9,,-0.8,,17.5,,17.40,,-2.0,r,5.5,s,-9.8,,556,,57.4,,77.6,,19.6,
115,Viet Nam,178.8,,6.1,,-5.5,,2.4,,6.82,,-0.4,,0.1,,-2.2,,"7,874",,52.7,,130.6,,4.3,
116,Philippines,60.8,,2.0,,1.6,,0.2,,10.27,,-1.4,,0.2,,-0.2,,"4,833",,40.7,,118.1,,32.7,
117,El Salvador,68.0,,2.0,,-1.7,,0.4,,16.58,,-7.9,,0.7,,-1.3,,"1,345",,26.9,,145.3,,17.3,
118,Bolivia (Plurinational State of),85.3,,1.5,,1.5,,2.1,,3.62,,-1.2,,1.3,,..,,871,,45.1,,92.2,,30.4,
119,South Africa,62.8,,0.5,,-0.4,,0.3,,0.26,,2.3,,5.8,,3.6,,"9,549",,51.9,,159.3,,62.7,
120,Kyrgyzstan,125.1,,11.6,,-10.8,,8.6,,25.68,,-4.0,,3.4,,1.9,,"2,849",,30.2,,132.8,,34.3,
121,Iraq,50.4,,2.1,,1.6,,0.6,,0.16,,3.3,,1.0,,..,,892,,17.2,,93.8,,24.9,
122,Cabo Verde,91.8,,4.6,,-4.3,,12.9,,12.32,,-4.4,,2.9,,-34.5,,494,,43.0,,127.2,,66.7,
123,Morocco,80.9,,3.1,,-3.8,,2.1,,7.04,,-1.9,,0.3,,-7.7,,"10,283",,57.1,,126.9,,25.5,
124,Nicaragua,93.0,,6.6,,-6.1,,3.7,,9.43,,-4.6,,0.7,,..,,"1,330",,19.7,,116.1,,70.6,
125,Guatemala,51.3,,1.8,,-1.7,,0.5,,10.33,,-1.5,,0.5,,..,,"1,455",,27.1,,111.5,,-11.5,
125,Namibia,111.5,,9.2,,-18.3,,1.8,,0.08,,-0.1,,3.8,,-32.7,,"1,176",,22.3,,102.1,,14.1,
127,Guyana,120.5,,3.7,,-1.9,,5.2,,9.27,,-7.2,,2.0,,-16.9,,206,,38.2,,67.2,,-5.8,
127,Micronesia (Federated States of),..,,6.4,,-4.6,,33.9,,7.34,,-15.7,,2.6,,..,,35,,31.5,,..,,-100.0,
129,Tajikistan,87.5,,5.0,,-5.0,,3.1,,28.76,,-2.9,,3.2,,-4.2,,213,,19.0,,98.6,,26.6,
130,Honduras,109.1,,6.5,,-5.5,,3.3,,18.19,,-2.1,,0.3,,-0.9,,868,,20.4,,95.5,,-23.4,
131,India,48.8,,2.1,,-3.0,,0.1,,3.32,,-0.4,,0.4,,-0.6,,"7,679",,26.0,,78.8,,26.4,
132,Bhutan,116.0,,1.7,,..,,7.1,,1.00,,2.7,,6.6,,-29.9,,134,,39.8,,87.1,,58.4,
133,Timor-Leste,110.9,,3.0,,-12.8,,7.7,,4.36,,-8.9,,0.9,,..,,60,,13.4,,117.4,,167.9,
134,Vanuatu,97.4,,1.6,,-2.8,,12.1,,3.45,,0.5,,1.2,,..,,109,,22.4,,66.2,,-7.9,
135,Congo,165.6,,17.4,,..,,0.9,,..,,-2.8,,8.5,,-20.9,,373,,7.6,,111.7,,23.5,
135,Equatorial Guinea,178.3,,3.4,,..,,0.0,,..,,5.1,,1.3,,..,,..,,21.3,,66.7,,16.3,
137,Kiribati,104.3,,1.2,,6.1,,24.3,,11.01,,-4.0,,2.8,,..,,6,,13.0,,38.8,,258.3,
138,Lao People's Democratic Republic,79.0,,8.8,,-13.1,,4.2,,0.75,,-3.6,,0.3,,-3.4,,"3,164",,18.2,,53.1,,-15.2,
139,Bangladesh,42.1,,1.7,,-1.9,,1.3,,7.89,,-2.8,,0.9,,-1.1,,125,,14.4,,83.4,,85.5,
139,Ghana,98.8,,8.4,,-10.2,,3.1,,13.16,,-0.4,,1.5,,0.5,,"1,093",,23.5,,129.7,,80.5,
139,Zambia,67.9,,7.8,,-17.4,,3.8,,0.27,,-0.5,,0.8,,..,,947,,21.0,,74.5,,80.7,
142,Sao Tome and Principe,..,,8.0,,-7.6,,11.5,,7.95,,-6.2,,1.3,,..,,12,,25.8,,65.1,,12.9,
143,Cambodia,141.7,,9.4,,-9.3,,5.1,,2.20,,-2.0,,0.5,,-2.7,,"4,503",,19.0,,133.0,,134.4,
144,Nepal,53.2,,0.1,,..,,4.4,,32.23,,-2.7,,1.8,,-7.6,,790,,17.6,,96.7,,182.5,
145,Myanmar,..,,4.8,,..,,2.2,,4.99,,-1.8,,0.1,,-1.0,,"3,081",,21.8,,76.7,,"6,603.2",
146,Kenya,44.8,,2.3,,-7.1,,4.4,,2.46,,-0.2,,2.4,,..,,"1,261",,45.6,,80.7,,32.2,
147,Pakistan,28.1,,0.4,,-0.7,,1.4,,7.15,,-1.2,,1.9,,..,,966,,18.0,,66.9,,16.8,
,Low human development,,,,,,,,,,,,,,,,,,,,,,,,
148,Swaziland,101.2,,-3.0,,-0.6,,2.0,,0.60,,-1.0,,2.5,,-32.8,,968,,30.4,,73.2,,20.3,
149,Syrian Arab Republic,..,,..,,..,,..,,..,,-41.1,,4.7,,..,,"5,070",,30.0,,62.4,,15.0,
150,Angola,75.1,,8.5,,2.3,,0.2,,0.01,,0.9,,0.4,,..,,595,,12.4,,60.8,,26.5,
151,Tanzania (United Republic of),49.5,,4.4,,-4.4,,5.6,,0.87,,-0.8,t,0.5,t,..,,"1,113",,5.4,,75.9,,62.6,
152,Nigeria,30.9,,0.6,,-1.0,,0.5,,4.29,,-0.4,,0.7,,..,,600,,47.4,,82.2,,50.4,
153,Cameroon,42.8,,2.1,,-2.2,,2.7,,0.84,,-0.5,,1.6,,-8.0,,912,,20.7,,71.8,,71.6,
154,Papua New Guinea,..,,-0.2,,-2.0,,3.5,,0.06,,0.0,,0.3,,..,,182,,7.9,,46.6,,67.6,
154,Zimbabwe,75.0,,3.0,,..,,5.8,,..,,-3.0,,2.6,,-16.7,,"1,905",,16.4,,84.8,,44.0,
156,Solomon Islands,98.2,,1.9,,-1.4,,18.1,,1.60,,-4.3,,0.4,,..,,20,,10.0,,72.7,,231.2,
157,Mauritania,103.7,,9.2,,..,,5.0,,..,,-1.0,,3.4,,..,,..,,15.2,,89.3,,16.1,
158,Madagascar,69.7,,5.2,,-5.5,,5.4,,4.28,,0.0,,0.1,,-2.6,,222,,4.2,,46.0,,25.8,
159,Rwanda,45.3,,4.0,,-4.0,,13.3,,1.99,,-1.4,,3.8,,-5.7,,926,,18.0,,70.5,,115.2,
160,Comoros,79.9,,0.8,,-1.7,,11.9,,20.19,,-2.7,,1.6,,-70.5,,19,,7.5,,54.8,,126.5,
160,Lesotho,141.6,,4.3,,-5.1,,4.0,,17.43,,-1.9,,0.3,,-11.7,,"1,079",,16.1,,105.5,,114.7,
162,Senegal,73.6,,2.5,,-8.5,,7.2,,11.71,,-1.4,,1.7,,..,,836,,21.7,,99.9,,55.1,
163,Haiti,69.5,,1.2,,..,,12.3,,24.73,,-2.9,,0.4,,..,,465,,12.2,,69.9,,72.9,
163,Uganda,46.9,,4.0,,-3.1,,6.2,,3.98,,-0.8,,1.9,,7.2,,"1,266",,19.2,,50.4,,33.5,
165,Sudan,19.0,,2.1,,-2.1,,1.2,,0.18,,-4.2,,1.3,,..,,684,,26.6,,70.5,,69.8,
166,Togo,106.6,,1.3,,12.2,,5.2,,9.93,,-0.3,,3.8,,-9.4,,282,,7.1,,64.9,,57.4,
167,Benin,62.8,,2.7,,-3.6,,6.3,,3.59,,-0.2,,2.3,,4.3,,242,,6.8,,85.6,,15.1,
168,Yemen,..,,-0.4,,1.3,,3.0,,9.30,,-0.4,,1.3,,-0.8,,990,,25.1,,68.0,,39.6,
169,Afghanistan,53.2,,0.9,,-0.4,,23.3,,1.57,,3.1,,1.2,,-5.8,,..,,8.3,,61.6,,71.2,
170,Malawi,61.9,,2.2,,-11.0,,15.8,,0.59,,-0.4,,1.3,,-20.1,,795,,9.3,,35.3,,70.2,
171,Côte d'Ivoire,87.8,,1.4,,-1.9,,2.8,,1.21,,0.5,,9.6,,0.2,,471,,21.0,,119.3,,45.1,
172,Djibouti,..,,9.6,,..,,..,,2.24,,-3.7,,12.7,,-39.3,,63,,11.9,,34.7,,74.6,
173,Gambia,70.1,,3.3,,..,,12.1,,21.24,,-1.5,,9.7,,..,,156,,17.1,,131.3,,49.2,
174,Ethiopia,37.2,,3.5,,..,,6.5,,1.01,,-0.1,,1.1,,..,,770,,11.6,,42.8,,443.4,
175,Mali,50.7,,1.2,,-1.5,,8.8,,6.83,,-3.7,,2.1,,-5.3,,168,,10.3,,139.6,,162.4,
176,Congo (Democratic Republic of the),64.5,,-1.4,,-3.0,,8.1,,0.01,,-0.3,,0.7,,-0.1,,191,,3.8,,53.0,,178.8,
177,Liberia,112.4,,35.1,,..,,44.3,,31.21,,-0.9,,2.5,,..,,..,,5.9,,81.1,,104.3,
178,Guinea-Bissau,36.8,,1.7,,-0.3,,9.8,,6.04,,-1.2,,1.2,,..,,..,,3.5,,69.3,,62.3,
179,Eritrea,37.5,,1.5,,..,,5.1,,..,,-6.5,,0.3,,..,,107,,1.1,,7.0,,118.5,
179,Sierra Leone,59.2,,11.6,,-9.1,,18.9,,1.48,,-0.7,,1.4,,..,,44,,2.5,,89.5,,157.5,
181,Mozambique,91.6,,25.3,,-24.8,,12.6,,1.33,,-0.2,,0.8,,-1.1,,"1,661",,9.0,,74.2,,146.3,
181,South Sudan,67.4,,-3.1,,..,,16.6,,0.01,,15.4,,6.7,,..,,..,,17.9,,23.9,,65.1,
183,Guinea,78.1,,1.3,,-2.0,,9.1,,1.39,,-0.2,,1.8,,-5.1,,33,,4.7,,87.2,,137.0,
184,Burundi,40.0,,0.2,,..,,16.2,,1.58,,0.8,,2.6,,-3.5,,142,,4.9,,46.2,,154.3,
185,Burkina Faso,68.7,,1.5,,-1.9,,9.2,,3.57,,-1.5,,3.9,,-2.0,,191,,11.4,,80.6,,119.6,
186,Chad,67.2,,5.5,,..,,2.9,,..,,1.5,,3.7,,-11.9,,122,,2.7,,40.2,,63.8,
187,Niger,56.6,,7.3,,-8.4,,11.3,,2.04,,-0.3,,1.0,,-5.1,,135,,2.2,,46.5,,101.4,
188,Central African Republic,39.5,,0.2,,..,,35.9,,..,,0.4,,1.7,,6.2,,71,,4.6,,20.4,,-9.2,
,Other countries or territories,,,,,,,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),..,,..,,..,,..,,..,,0.0,,0.2,,..,,..,,..,,12.9,,630.6,
,Marshall Islands,..,,4.8,,-8.1,,24.2,,13.97,,..,,6.2,,-18.0,,5,,19.3,,29.2,,..,
,Monaco,..,,..,,..,,..,,..,,..,,55.8,,..,,329,,93.4,,88.8,,39.7,
,Nauru,..,,..,,..,,..,,..,,..,,31.1,,..,,..,,..,,..,,-100.0,
,San Marino,..,,..,,..,,..,,..,,..,,14.8,,..,,75,,..,,115.2,,16.2,
,Somalia,75.8,,8.7,,..,,21.1,,..,,-7.9,,0.2,,..,,..,,1.8,,52.5,,680.0,
,Tuvalu,..,,1.7,,2.0,,63.3,,10.72,,..,,1.4,,..,,1,,42.7,,40.3,,147.8,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,59.7,,2.9,,0.4,,..,,0.29,,2.3,,12.5,,3.4,,"713,818",,79.4,,128.5,,11.3,
,High human development,49.5,,2.6,,-0.9,,0.1,,0.82,,0.1,,1.6,,-1.3,,"279,216",,51.4,,101.2,,19.4,
