74,Saint Kitts and Nevis,..,,..,,..,,..,,94,,84,,92,,79,,7.2,,68,,14,,..,,,,,,,
75,Albania,97.6,,99.1,,99.0,,90.3,,89,,112,,96,,63,,1.3,,..,,19,,3.5,,,,,,,
76,Lebanon,93.9,,99.3,,98.8,,54.2,,84,,97,,68,,43,,6.7,,97,,12,,2.6,,,,,,,
77,Mexico,94.4,,98.8,,98.7,,57.4,,69,,103,,91,,30,,4.3,,96,,27,,5.2,,,,,,,
78,Azerbaijan,99.8,,99.9,,100.0,,95.6,,23,,106,,103,,23,,2.7,,100,,13,,2.5,,,,,,,
79,Brazil,92.6,,99.2,,98.6,,57.5,,86,,110,,102,,46,,..,,..,,21,,5.9,,,,,,,
79,Grenada,..,,..,,..,,..,,91,,103,,101,,..,,..,,63,,14,,..,,,,,,,
81,Bosnia and Herzegovina,98.5,,99.6,,99.7,,78.0,,15,,100,,89,,48,,13.5,,..,,17,,..,,,,,,,
82,The former Yugoslav Republic of Macedonia,97.8,,98.5,,98.7,,47.8,,29,,86,,82,,39,,2.5,,..,,15,,..,,,,,,,
83,Algeria,80.2,,95.5,,95.6,,34.9,,79,,119,,100,,35,,6.6,,95,,24,,..,,,,,,,
84,Armenia,99.8,,99.9,,99.8,,98.3,,52,,..,,..,,44,,9.8,,77,,..,,2.2,,,,,,,
84,Ukraine,99.8,,99.8,,99.7,,95.1,,104,,104,,99,,82,,1.5,,100,,17,,6.7,,,,,,,
86,Jordan,96.7,,99.4,,99.0,,81.3,,32,,89,,84,,48,,2.1,,..,,..,,..,,,,,,,
87,Peru,94.5,,99.0,,98.9,,61.5,,88,,101,,96,,41,,9.5,,..,,18,,3.7,,,,,,,
87,Thailand,96.7,,98.2,,98.3,,43.3,,73,,104,,86,,53,,6.5,,100,,15,,4.1,,,,,,,
89,Ecuador,94.5,,98.8,,98.8,,48.8,,62,,113,,104,,40,,11.1,,82,,24,,4.2,,,,,,,
90,China,96.4,,99.7,,99.7,,75.0,,82,,104,,94,,39,,..,,..,,16,,..,,,,,,,
91,Fiji,..,,..,,..,,72.9,,..,,106,,89,,..,,2.8,,100,,28,,3.9,,,,,,,
92,Mongolia,98.4,,99.0,,98.1,,87.8,,86,,102,,91,,64,,..,,100,,27,,4.6,,,,,,,
92,Saint Lucia,..,,..,,..,,45.2,,65,,..,,86,,17,,9.9,,79,,14,,4.8,,,,,,,
94,Jamaica,88.7,,98.9,,94.2,,63.4,,105,,..,,69,,28,,5.1,,96,,22,,6.0,,,,,,,
95,Colombia,94.7,,99.1,,98.2,,54.9,,55,,114,,99,,51,,16.5,,98,,24,,4.7,,,,,,,
96,Dominica,..,,..,,..,,..,,85,,118,,97,,..,,15.0,,65,,14,,..,,,,,,,
97,Suriname,95.6,,99.7,,98.4,,57.6,,94,,120,,78,,..,,14.1,,6,,14,,..,,,,,,,
97,Tunisia,81.8,,97.8,,98.3,,43.9,,43,,113,,88,,35,,6.0,,100,,17,,6.2,,,,,,,
99,Dominican Republic,91.8,,98.6,,97.3,,56.4,,44,,101,,78,,48,,21.4,,85,,21,,..,,,,,,,
99,Saint Vincent and the Grenadines,..,,..,,..,,..,,69,,105,,105,,..,,31.4,,76,,16,,5.1,,,,,,,
101,Tonga,99.4,,99.5,,99.4,,91.2,,39,,108,,90,,..,,9.6,,97,,22,,..,,,,,,,
102,Libya,91.0,,99.9,,100.0,,55.1,b,..,,..,,..,,..,,..,,..,,..,,..,,,,,,,
103,Belize,82.7,,89.9,,87.3,,77.6,,50,,112,,80,,24,,5.3,,61,,22,,6.2,,,,,,,
104,Samoa,99.0,,99.4,,98.9,,74.5,,37,,106,,87,,..,,10.0,,..,,30,,..,,,,,,,
105,Maldives,99.3,,99.5,,100.0,,32.6,,..,,..,,..,,..,,17.8,,86,,12,,5.2,,,,,,,
105,Uzbekistan,99.6,,100.0,,99.9,,99.9,,25,,97,,95,,9,,1.9,,100,,16,,..,,,,,,,
,Medium human development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Moldova (Republic of),99.4,,100.0,,100.0,,96.2,,84,,93,,87,,41,,4.9,,94,,17,,7.5,,,,,,,
108,Botswana,88.5,,99.6,,96.1,,85.9,b,18,,109,,84,,28,,6.0,,99,,23,,..,,,,,,,
109,Gabon,83.2,,90.5,,87.8,,54.1,b,37,,142,,..,,..,,..,,..,,25,,..,,,,,,,
110,Paraguay,95.6,,99.5,,98.6,,46.6,,38,,106,,77,,35,,15.9,,92,,24,,5.0,,,,,,,
111,Egypt,75.2,,92.1,,94.5,,61.4,b,30,,104,,86,,32,,3.9,,73,,23,,..,,,,,,,
111,Turkmenistan,99.7,,99.9,,99.8,,..,,63,,89,,85,,8,,..,,..,,..,,3.0,,,,,,,
113,Indonesia,93.9,,99.1,,98.9,,47.3,,58,,106,,82,,31,,18.1,,..,,17,,3.3,,,,,,,
114,"Palestine, State of",96.7,,99.3,,99.4,,58.8,,51,,95,,82,,44,,2.5,,100,,24,,..,,,,,,,
115,Viet Nam,94.5,,98.0,,98.2,,71.7,,81,,109,,..,,30,,10.4,,100,,19,,6.3,,,,,,,
116,Philippines,96.3,,98.9,,97.0,,71.6,,..,,117,,88,,36,,24.2,,100,,31,,3.4,,,,,,,
117,El Salvador,88.4,,97.9,,97.5,,41.0,,72,,112,,81,,29,,17.4,,96,,24,,3.4,,,,,,,
118,Bolivia (Plurinational State of),95.7,,98.9,,99.2,,54.2,,63,,..,,85,,..,,3.3,,..,,..,,7.3,,,,,,,
119,South Africa,94.3,,99.4,,98.6,,74.9,,76,,100,,94,,20,,..,,..,,32,,6.1,,,,,,,
120,Kyrgyzstan,99.5,,99.8,,99.7,,100.0,,25,,108,,91,,46,,1.2,,72,,25,,6.8,,,,,,,
121,Iraq,79.7,,80.6,,82.4,,45.6,b,..,,..,,..,,..,,..,,..,,..,,..,,,,,,,
122,Cabo Verde,87.6,,98.6,,98.1,,..,,70,,113,,93,,23,,9.4,,96,,23,,5.0,,,,,,,
123,Morocco,72.4,,93.5,,96.6,,29.4,b,60,,116,,69,,25,,10.7,,100,,26,,..,,,,,,,
124,Nicaragua,82.8,,93.6,,89.7,,45.0,b,58,,123,,74,,..,,51.6,,75,,30,,4.5,,,,,,,
125,Guatemala,79.3,,91.0,,95.5,,36.8,,66,,104,,64,,18,,28.2,,..,,23,,2.8,,,,,,,
125,Namibia,81.9,,93.3,,86.5,,38.5,,21,,111,,..,,..,,9.4,,96,,30,,8.3,,,,,,,
127,Guyana,88.5,,94.8,,94.1,,60.9,b,94,,85,,89,,12,,7.8,,70,,23,,3.2,,,,,,,
127,Micronesia (Federated States of),..,,..,,..,,..,,..,,98,,..,,..,,..,,..,,..,,..,,,,,,,
129,Tajikistan,99.8,,99.9,,99.9,,93.3,,11,,98,,88,,26,,1.4,,100,,22,,4.0,,,,,,,
130,Honduras,88.5,,98.1,,96.2,,32.3,,47,,109,,68,,21,,24.6,,..,,14,,5.9,,,,,,,
131,India,72.1,,87.2,,91.8,,48.7,b,10,,111,,69,,24,,..,,..,,32,,3.8,,,,,,,
132,Bhutan,64.9,,87.3,,89.9,,9.6,,17,,102,,84,,11,,21.1,,91,,27,,5.9,,,,,,,
133,Timor-Leste,67.5,,82.9,,81.9,,..,,17,,137,,73,,18,,18.8,,..,,31,,7.7,,,,,,,
134,Vanuatu,85.2,,96.0,,95.5,,..,,97,,124,,60,,..,,28.5,,100,,23,,4.9,,,,,,,
135,Congo,79.3,,76.9,,85.7,,47.4,,14,,111,,55,,10,,29.7,,80,,44,,6.2,,,,,,,
135,Equatorial Guinea,95.3,,98.8,,97.7,,..,,68,,84,,..,,..,,27.9,,49,,26,,..,,,,,,,
137,Kiribati,..,,..,,..,,..,,..,,113,,..,,..,,..,,85,,26,,..,,,,,,,
138,Lao People's Democratic Republic,79.9,,87.3,,93.1,,36.4,b,30,,116,,57,,17,,22.4,,98,,25,,4.2,,,,,,,
139,Bangladesh,61.5,,85.8,,80.6,,43.1,b,32,,112,,58,,13,,33.8,,58,,40,,2.0,,,,,,,
139,Ghana,76.6,,89.9,,91.3,,59.8,,121,,110,,71,,16,,16.3,,55,,31,,6.0,,,,,,,
139,Zambia,63.4,,62.1,,69.4,,51.8,,..,,104,,..,,..,,44.5,,93,,48,,..,,,,,,,
142,Sao Tome and Principe,74.9,,82.3,,84.0,,37.7,,51,,114,,85,,13,,20.5,,34,,39,,3.9,,,,,,,
143,Cambodia,77.2,,91.9,,91.1,,19.6,,18,,116,,..,,16,,53.1,,100,,45,,2.0,,,,,,,
144,Nepal,64.7,,87.4,,92.6,,32.0,b,85,,135,,67,,16,,29.9,,94,,23,,4.7,,,,,,,
145,Myanmar,93.1,,96.3,,96.3,,23.8,b,23,,100,,51,,14,,25.2,,100,,28,,..,,,,,,,
146,Kenya,78.0,,86.6,,85.2,,32.0,,74,,111,,68,,..,,..,,97,,57,,5.5,,,,,,,
147,Pakistan,58.7,,69.3,,81.5,,35.4,,70,,94,,42,,10,,20.4,,84,,47,,2.5,,,,,,,
,Low human development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Swaziland,87.5,,96.0,,93.5,,28.8,b,25,,113,,63,,5,,25.3,,79,,28,,8.6,,,,,,,
149,Syrian Arab Republic,86.4,,95.6,,97.1,,38.9,,6,,80,,50,,33,,83.9,,..,,..,,..,,,,,,,
150,Angola,71.1,,67.3,,78.6,,..,,79,,129,,29,,10,,68.1,,47,,43,,3.4,,,,,,,
151,Tanzania (United Republic of),80.3,,87.2,,87.4,,12.6,,32,,87,,32,,4,,33.3,,99,,43,,3.5,,,,,,,
152,Nigeria,59.6,,65.3,,79.9,,..,,13,,85,,44,,..,,20.7,,66,,38,,..,,,,,,,
153,Cameroon,75.0,,80.4,,87.1,,31.8,,34,,114,,56,,12,,30.2,,79,,44,,3.0,,,,,,,
154,Papua New Guinea,64.2,,78.8,,66.3,,11.7,b,..,,115,,40,,..,,..,,..,,..,,..,,,,,,,
154,Zimbabwe,86.5,,93.5,,90.0,,57.7,,42,,100,,48,,6,,23.1,,86,,36,,2.0,,,,,,,
156,Solomon Islands,..,,..,,..,,..,,98,,114,,48,,..,,28.5,,65,,20,,10.0,,,,,,,
157,Mauritania,52.1,,55.0,,70.0,,17.3,b,3,,98,,30,,6,,35.9,,91,,34,,3.3,,,,,,,
158,Madagascar,64.7,,64.8,,65.4,,..,,14,,147,,38,,4,,59.9,,17,,42,,2.1,,,,,,,
159,Rwanda,70.5,,82.2,,78.5,,13.2,,14,,134,,39,,8,,65.3,,95,,58,,5.0,,,,,,,
160,Comoros,77.8,,88.2,,86.9,,..,,23,,105,,59,,9,,..,,75,,28,,5.1,,,,,,,
160,Lesotho,79.4,,93.4,,77.0,,23.0,,31,,107,,52,,10,,32.6,,76,,33,,..,,,,,,,
162,Senegal,55.7,,63.6,,75.9,,13.9,,15,,81,,40,,7,,38.6,,70,,32,,5.6,,,,,,,
163,Haiti,60.7,,81.6,,82.6,,32.0,b,..,,..,,..,,..,,..,,..,,..,,..,,,,,,,
163,Uganda,73.9,,86.6,,87.4,,30.8,,11,,110,,28,,4,,75.2,,95,,46,,2.2,,,,,,,
165,Sudan,75.9,,87.8,,91.3,,16.3,b,34,,70,,43,,17,,20.6,,60,,25,,..,,,,,,,
166,Togo,66.5,,81.4,,88.9,,33.3,,15,,125,,55,,10,,47.2,,76,,41,,4.8,,,,,,,
167,Benin,38.4,,42.5,,62.6,,23.3,,21,,126,,54,,15,,46.6,,68,,46,,4.4,,,,,,,
168,Yemen,70.1,,82.7,,97.6,,24.4,b,1,,97,,49,,10,,30.5,,..,,30,,..,,,,,,,
169,Afghanistan,38.2,,46.3,,69.6,,22.2,b,..,,112,,56,,9,,..,,..,,46,,4.8,,,,,,,
170,Malawi,65.8,,75.2,,74.9,,19.6,,..,,147,,39,,1,,50.9,,91,,61,,6.9,,,,,,,
171,Côte d'Ivoire,43.1,,40.7,,59.6,,24.9,b,7,,90,,40,,9,,26.0,,85,,43,,4.7,,,,,,,
172,Djibouti,..,,..,,..,,..,,5,,66,,47,,5,,15.6,,100,,33,,4.5,,,,,,,
173,Gambia,55.5,,70.8,,75.6,,31.9,b,34,,86,,57,,3,,22.7,,84,,37,,2.8,,,,,,,
174,Ethiopia,49.1,,67.8,,71.1,,15.8,,25,,100,,36,,8,,63.4,,95,,64,,4.5,,,,,,,
175,Mali,38.7,,46.4,,61.5,,11.5,,4,,77,,44,,7,,38.4,,52,,42,,4.3,,,,,,,
176,Congo (Democratic Republic of the),77.3,,80.5,,91.6,,24.6,b,4,,107,,44,,7,,44.6,,95,,35,,2.2,,,,,,,
177,Liberia,47.6,,44.0,,64.7,,28.3,b,..,,96,,38,,12,,32.2,,56,,26,,2.8,,,,,,,
178,Guinea-Bissau,59.9,,73.7,,80.8,,..,,6,,114,,..,,..,,..,,39,,52,,2.4,,,,,,,
179,Eritrea,73.8,,91.9,,94.5,,..,,15,,51,,36,,3,,22.4,,80,,40,,..,,,,,,,
179,Sierra Leone,48.1,,59.3,,75.8,,23.1,b,10,,130,,43,,..,,52.2,,57,,35,,2.8,,,,,,,
181,Mozambique,58.8,,69.7,,83.7,,5.2,b,..,,104,,25,,6,,69.3,,90,,54,,6.5,,,,,,,
181,South Sudan,31.9,,41.7,,46.9,,..,,6,,84,,..,,..,,..,,44,,50,,0.8,,,,,,,
183,Guinea,30.4,,47.5,,43.0,,..,,15,,91,,39,,11,,34.1,,75,,46,,3.5,,,,,,,
184,Burundi,85.6,,87.8,,87.4,,8.7,b,7,,128,,38,,4,,47.4,,92,,44,,5.4,,,,,,,
185,Burkina Faso,36.0,,43.2,,47.6,,8.5,,4,,87,,30,,5,,30.5,,86,,44,,4.5,,,,,,,
186,Chad,40.2,,50.2,,55.3,,5.5,,1,,101,,22,,3,,49.0,,65,,62,,2.9,,,,,,,
187,Niger,19.1,,17.1,,36.4,,6.1,b,7,,71,,19,,2,,35.6,,50,,36,,6.8,,,,,,,
188,Central African Republic,36.8,,27.0,,48.9,,20.9,b,6,,93,,17,,3,,53.4,,58,,80,,1.2,,,,,,,
,Other countries or territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),100.0,,100.0,,100.0,,..,,..,,..,,..,,30,,..,,..,,..,,..,,,,,,,
,Marshall Islands,..,,..,,..,,92.1,,48,,105,,..,,43,,16.5,,..,,..,,..,,,,,,,
,Monaco,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,1.0,,,,,,,
,Nauru,..,,..,,..,,..,,90,,105,,83,,..,,..,,74,,39,,..,,,,,,,
,San Marino,..,,..,,..,,..,,107,,93,,95,,60,,3.8,,..,,6,,2.4,,,,,,,
,Somalia,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,,,,,,
,Tuvalu,..,,..,,..,,..,,93,,101,,81,,..,,..,,..,,..,,..,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,..,,..,,..,,88.8,,84,,102,,106,,75,,..,,..,,14,,5.1,,,,,,,
,High human development,95.3,,99.3,,99.2,,70.6,,74,,105,,95,,43,,..,,..,,18,,..,,,,,,,
,Medium human development,76.4,,88.5,,91.5,,49.1,,34,,109,,68,,23,,..,,..,,29,,3.9,,,,,,,
,Low human development,60.9,,69.1,,77.5,,20.3,,18,,98,,40,,8,,42.2,,76,,42,,3.8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,83.3,,88.7,,91.8,,57.7,,42,,105,,71,,29,,..,,..,,26,,..,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,80.7,,91.6,,94.6,,47.0,,37,,98,,76,,30,,16.1,,85,,21,,..,,,,,,,
,East Asia and the Pacific,95.7,,99.0,,98.9,,68.9,,74,,106,,88,,37,,..,,..,,17,,..,,,,,,,
,Europe and Central Asia,98.1,,99.4,,99.7,,81.7,,44,,104,,98,,55,,5.2,,..,,18,,..,,,,,,,
,Latin America and the Caribbean,93.2,,98.4,,98.0,,58.1,,74,,107,,95,,44,,..,,..,,22,,5.4,,,,,,,
,South Asia,70.3,,84.8,,89.5,,47.9,,23,,109,,65,,23,,..,,..,,33,,3.4,,,,,,,
,Sub-Saharan Africa,64.3,,71.1,,78.3,,29.6,,26,,100,,43,,8,,41.7,,78,,43,,4.8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,63.3,,74.3,,78.9,,25.7,,22,,104,,44,,9,,45.4,,78,,41,,3.3,,,,,,,
,SIDS,82.8,,90.0,,87.8,,56.6,,..,,107,,73,,..,,..,,..,,..,,..,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OECD,..,,..,,..,,85.5,,80,,103,,104,,70,,..,,..,,16,,5.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,84.3,,89.1,,92.1,,64.9,,47,,105,,76,,35,,..,,..,,24,,5.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,a. Data refer to the most recent year available during the period specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. Based on Barro and Lee (2016).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Adult literacy rate: Percentage of the population ages 15 and older that can, with understanding, both read and write a short simple statement on everyday life.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Youth literacy rate: Percentage of the population ages 15–24 that can, with understanding, both read and write a short simple statement on everyday life.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Population with at least some secondary education: Percentage of the population ages 25 and older that has reached (but not necessarily completed) a secondary level of education.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
