30,Estonia,58.2,,61.9,,3.9,,65.5,,5.9,,11.3,,11.7,,5.7,,..,,..,,140,,98.0,,,,
32,Andorra,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,,,
33,Cyprus,53.9,,63.9,,3.9,,79.6,,15.6,,32.3,,17.0,,14.2,,..,,..,,126,,85.2,,,,
33,Malta,49.5,,52.3,,1.2,,77.1,,5.4,,12.3,,11.4,,9.4,,..,,..,,126,,60.5,,,,
33,Qatar,84.4,,84.6,,1.4,,46.8,,0.2,,0.8,,..,,0.2,,..,,..,,50,,7.9,,,,
36,Poland,52.7,,56.9,,11.2,,57.9,,7.4,,19.9,,12.0,,17.2,,..,,..,,182,,96.5,,,,
37,Lithuania,53.5,,59.1,,9.0,,65.8,,9.5,,17.6,,9.9,,9.8,,..,,..,,126,,100.0,,,,
38,Chile,58.4,,62.4,,9.2,,67.1,,6.4,,16.4,,11.8,,..,,7.0,f,4.9,,126,,74.5,,,,
38,Saudi Arabia,51.6,,54.8,,4.9,,70.9,,5.8,,31.0,,18.4,,..,,..,,..,,70,,..,,,,
40,Slovakia,52.8,,59.5,,3.5,,60.9,,11.3,,25.2,,12.8,,12.2,,..,,..,,238,,100.0,,,,
41,Portugal,51.4,,58.5,,5.5,,69.5,,12.1,,30.1,,12.3,,14.5,,3.0,"f,g",..,,..,,100.0,,,,
42,United Arab Emirates,77.1,,80.1,,..,,..,,3.7,,11.1,,..,,1.0,,..,,..,,45,,..,,,,
43,Hungary,50.2,,54.0,,4.6,,64.5,,7.0,,18.2,,13.6,,5.8,,..,,..,,168,,91.4,,,,
44,Latvia,54.4,,60.4,,7.3,,68.6,,9.8,,14.8,,12.0,,7.6,,..,,..,,112,,100.0,,,,
45,Argentina,56.9,,61.0,,0.5,,74.7,,6.7,,19.1,,18.6,,20.5,,4.0,,5.1,,90,,90.7,,,,
45,Croatia,43.9,,52.3,,8.7,,63.9,,16.1,,43.8,,19.3,,10.4,,..,,..,,208,,57.6,,,,
47,Bahrain,68.3,,69.2,,1.1,,62.4,,1.2,,5.4,,..,,2.0,,5.0,g,..,,60,,40.1,,,,
48,Montenegro,40.0,,48.9,,5.7,,73.0,,18.2,,37.5,,..,,..,,13.0,f,1.8,,45,,52.3,,,,
49,Russian Federation,59.8,,63.5,,6.7,,65.8,,5.8,,15.0,,12.0,,6.0,,..,,3.9,,140,,100.0,,,,
50,Romania,52.0,,55.9,,25.4,,44.5,,6.9,,23.1,,17.0,,30.9,,1.0,g,..,,126,,98.0,,,,
51,Kuwait,66.7,,69.2,,1.2,,58.6,,3.5,,17.3,,..,,2.2,,..,,..,,70,,27.3,,,,
,High human development,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Belarus,57.0,,60.8,,9.6,,57.2,,6.1,,12.9,,..,,2.1,,1.0,,3.1,,126,,93.6,,,,
52,Oman,64.8,,69.1,,5.2,,57.9,,6.3,,19.3,,..,,..,,..,,..,,50,,24.7,,,,
54,Barbados,58.2,,66.3,,2.7,,78.4,,12.3,,30.4,,..,,..,,2.0,,..,,84,,68.3,,,,
54,Uruguay,60.6,,65.3,,9.3,,69.1,,7.3,,20.3,,20.5,h,22.5,,8.0,"f,g",5.3,,98,,76.5,,,,
56,Bulgaria,48.9,,54.2,,6.9,,62.8,,9.8,,22.2,,20.2,,8.7,,..,,..,,410,,96.9,,,,
56,Kazakhstan,67.2,,71.2,,24.2,,56.0,,5.6,,5.1,,..,,28.6,,2.0,g,3.4,,126,,95.9,,,,
58,Bahamas,63.5,,74.1,,3.7,,83.0,,14.4,,28.4,,..,,..,,..,,..,,91,,84.2,,,,
59,Malaysia,61.5,,63.3,,12.2,,60.3,,2.9,,10.4,,1.2,,21.1,,..,,6.9,,60,,19.8,,,,
60,Palau,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,48.0,,,,
60,Panama,62.0,,65.4,,16.7,,65.0,,5.2,,13.7,,17.6,,29.9,,6.0,f,10.4,,98,,37.3,,,,
62,Antigua and Barbuda,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,91,,69.7,,,,
63,Seychelles,..,,..,,3.6,,78.2,,..,,..,,20.0,,10.4,,..,,..,,98,,100.0,,,,
64,Mauritius,55.8,,60.5,,8.0,,63.5,,7.9,,17.5,,..,,17.1,,..,,6.1,,84,,100.0,,,,
65,Trinidad and Tobago,60.5,,62.9,,..,,..,,3.8,,9.6,,52.5,,15.6,,1.0,g,..,,98,,98.7,,,,
66,Costa Rica,56.3,,61.6,,12.7,,68.2,,8.6,,21.1,,17.8,,20.7,,4.0,,1.7,,120,,55.8,,,,
66,Serbia,41.7,,51.5,,21.3,,52.9,,19.0,,45.2,,19.5,,28.6,,10.0,f,0.4,,135,,46.1,,,,
68,Cuba,53.9,,55.6,,18.6,,64.2,,3.0,,6.5,,..,,..,,..,,5.6,,..,,..,,,,
69,Iran (Islamic Republic of),39.9,,44.5,,17.9,,48.3,,10.5,,24.1,,34.3,,40.5,,11.0,f,3.7,,270,,26.4,,,,
70,Georgia,58.9,,67.1,,..,,..,,12.3,,29.8,,..,,59.8,,18.0,g,15.2,,183,,89.8,,,,
71,Turkey,45.1,,50.3,,19.7,,51.9,,10.3,,16.4,,24.8,,29.4,,6.0,f,4.0,,112,,88.1,,,,
71,Venezuela (Bolivarian Republic of),59.5,,64.7,,7.4,,71.1,,8.0,,16.7,,19.2,,30.3,,8.0,g,9.2,,182,,59.4,,,,
73,Sri Lanka,49.3,,51.8,,30.4,,43.4,,4.7,,20.2,,0.5,i,43.1,,3.0,f,12.2,,84,,17.1,,,,
74,Saint Kitts and Nevis,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,91,,44.7,,,,
75,Albania,41.6,,50.3,,..,,..,,17.3,,32.7,,30.5,,58.1,,5.0,f,2.0,,365,,77.0,,,,
76,Lebanon,43.7,,47.0,,..,,..,,7.1,,21.6,,..,,27.8,,2.0,,..,,70,,0.0,,,,
77,Mexico,59.5,,62.2,,13.4,,62.4,,4.3,,8.8,,20.0,,..,,4.0,,9.0,,84,,25.2,,,,
78,Azerbaijan,61.9,,65.0,,36.8,,48.9,,4.7,,14.3,,..,,56.4,,7.0,"f,g",1.7,,126,,81.7,,,,
79,Brazil,62.3,,67.1,,14.5,,76.6,,7.2,,16.8,,19.6,,23.1,,8.0,f,5.1,,120,,86.3,,,,
79,Grenada,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,90,,34.0,,,,
81,Bosnia and Herzegovina,32.2,,46.1,,..,,..,,30.3,,66.9,,..,,25.3,,5.0,g,1.5,,365,,29.6,,,,
82,The former Yugoslav Republic of Macedonia,40.9,,55.9,,18.0,,51.4,,26.9,,49.4,,25.1,,22.8,,13.0,,3.0,,270,,52.2,,,,
83,Algeria,39.1,,43.7,,10.8,,58.4,,10.5,,28.6,,22.8,,26.9,,5.0,,..,,98,,63.6,,,,
84,Armenia,53.0,,63.3,,36.3,,46.7,,16.3,,37.2,,40.9,,42.4,,4.0,,13.6,,140,,80.0,,,,
84,Ukraine,53.2,,59.1,,14.8,,59.1,,9.9,,23.1,,20.0,,18.1,,2.0,,1.9,,126,,95.0,,,,
86,Jordan,34.8,,40.0,,1.8,,79.6,,12.8,,33.4,,24.6,,9.7,,2.0,"f,g",12.7,,70,,42.2,,,,
87,Peru,71.5,,74.1,,..,,75.9,,3.5,,9.3,,15.3,h,46.3,,34.0,"f,g",12.1,,90,,33.2,,,,
87,Thailand,70.6,,71.4,,41.9,,37.5,,1.1,,4.7,,13.8,,55.9,,8.0,g,1.5,,90,,81.7,,,,
89,Ecuador,61.4,,64.2,,25.3,,54.3,,4.3,,10.9,,3.8,,39.0,,3.0,f,11.2,,84,,53.0,,,,
90,China,67.6,,70.9,,2.5,,47.0,,4.6,,12.1,,..,,..,,..,,14.8,,128,,74.4,,,,
91,Fiji,50.2,,54.3,,..,,..,,7.7,,18.2,,..,,38.8,,..,,13.2,,84,,10.6,,,,
92,Mongolia,58.1,,62.5,,35.0,,46.8,,7.1,,14.7,,1.5,,51.4,,15.0,f,6.8,,120,,100.0,,,,
92,Saint Lucia,55.6,,69.6,,..,,..,,20.1,,47.2,,..,,..,,4.0,,..,,91,,26.5,,,,
94,Jamaica,56.0,,64.8,,18.2,,66.5,,13.7,,32.7,,28.8,,37.5,,3.0,,7.8,,56,,55.5,,,,
95,Colombia,61.7,,68.6,,16.3,,64.1,,10.0,,20.5,,22.0,j,47.9,,10.0,f,9.2,,98,,23.0,,,,
96,Dominica,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,84,,38.5,,,,
97,Suriname,50.2,,54.5,,3.2,,72.9,,7.8,,18.6,,..,,12.9,,4.0,,..,,0,,..,,,,
97,Tunisia,40.6,,47.7,,14.8,,51.5,,14.8,,34.5,,25.4,,21.6,,2.0,,4.6,,30,,68.8,,,,
99,Dominican Republic,55.9,,65.3,,14.5,,41.9,,14.4,,29.8,,21.3,,41.7,,13.0,f,7.8,,84,,11.1,,,,
99,Saint Vincent and the Grenadines,53.5,,66.8,,..,,..,,20.0,,39.6,,..,,8.0,,..,,..,,91,,76.6,,,,
101,Tonga,60.0,,63.2,,..,,..,,5.2,,11.7,,..,,..,,..,,..,,0,,1.0,,,,
102,Libya,42.2,,53.2,,..,,..,,20.6,,50.0,,..,,..,,..,,..,,98,,43.3,,,,
103,Belize,61.6,,69.8,,..,,..,,11.8,,22.0,,27.9,,23.5,,3.0,f,..,,98,,64.6,,,,
104,Samoa,38.7,,41.1,,5.4,,79.9,,5.8,,14.1,,38.2,,30.9,,..,,..,,28,,49.5,,,,
105,Maldives,59.9,,68.0,,14.6,,67.0,,11.8,,27.9,,56.4,k,18.8,,..,,13.0,,60,,99.7,,,,
105,Uzbekistan,55.6,,61.8,,..,,..,,10.1,,19.8,,..,,..,,..,,..,,126,,98.1,,,,
,Medium human development,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Moldova (Republic of),39.9,,42.0,,28.8,,53.5,,5.0,,15.6,,28.6,,32.0,,16.0,,1.2,,126,,72.8,,,,
108,Botswana,63.0,,77.4,,26.4,,56.1,,18.6,,29.4,,..,,12.9,,9.0,"f,g",26.3,,84,,100.0,,,,
109,Gabon,38.8,,48.8,,..,,..,,20.5,,36.3,,..,,31.3,,13.0,,17.7,,98,,38.8,,,,
110,Paraguay,68.0,,71.5,,22.8,,58.2,,4.9,,12.3,,12.3,i,38.1,,28.0,f,6.0,,63,,22.2,,,,
111,Egypt,43.5,,49.4,,28.0,,47.9,,12.1,,35.5,,27.9,,26.4,,7.0,f,48.2,,90,,32.7,,,,
111,Turkmenistan,55.8,,62.0,,..,,..,,10.0,,19.5,,..,,..,,..,,..,,..,,..,,,,
113,Indonesia,63.4,,67.4,,34.3,,44.8,,5.8,,19.3,,24.1,,33.0,,7.0,,38.7,,90,,8.1,,,,
114,"Palestine, State of",32.4,,43.7,,10.5,,61.1,,25.9,,39.8,,31.0,,25.6,,6.0,,2.6,,70,,8.0,,,,
115,Viet Nam,76.7,,78.3,,46.8,,32.0,,2.1,,5.3,,9.3,,62.6,,16.0,f,14.6,,180,,34.5,,,,
116,Philippines,60.4,,64.7,,30.4,,53.6,,6.7,,15.7,,24.8,,38.4,,11.0,f,32.0,,60,,28.5,,,,
117,El Salvador,58.7,,62.8,,19.6,,60.1,,6.4,,13.0,,5.7,d,37.6,,19.0,f,9.4,,84,,18.1,,,,
118,Bolivia (Plurinational State of),70.5,,73.1,,..,,..,,3.6,,7.1,,..,,54.3,,26.0,"f,g",12.7,,90,,100.0,,,,
119,South Africa,39.7,,53.0,,4.6,,71.9,,25.1,,50.0,,31.3,,9.3,,..,,16.6,,120,,92.6,,,,
120,Kyrgyzstan,57.7,,62.9,,31.7,,48.1,,8.2,,14.6,,21.2,,41.6,,26.0,f,15.4,,126,,100.0,,,,
121,Iraq,35.3,,42.4,,..,,..,,16.9,,35.1,,..,,..,,5.0,,29.7,,72,,56.0,,,,
122,Cabo Verde,60.9,,68.3,,..,,..,,10.8,,17.5,,..,,..,,6.0,f,48.7,,60,,55.7,,,,
123,Morocco,44.5,,49.2,,39.2,,39.4,,9.6,,19.3,,..,,50.7,,8.0,g,13.1,,98,,39.8,,,,
124,Nicaragua,60.4,,64.2,,32.2,,51.3,,6.0,,9.7,,..,,47.1,,15.0,g,20.2,,84,,23.7,,,,
125,Guatemala,59.8,,61.5,,32.7,,50.2,,2.7,,6.2,,29.8,,44.5,,26.0,f,14.4,,84,,14.1,,,,
125,Namibia,44.2,,59.3,,31.4,,54.2,,25.5,,49.6,,32.0,,7.8,,..,,31.2,,84,,98.4,,,,
127,Guyana,52.9,,59.5,,..,,..,,11.2,,25.1,,..,,..,,18.0,f,..,,91,,100.0,,,,
127,Micronesia (Federated States of),..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,,,
129,Tajikistan,61.0,,68.5,,..,,..,,10.9,,16.8,,..,,47.1,,10.0,g,21.6,,140,,80.2,,,,
130,Honduras,63.1,,65.6,,35.8,,45.4,,3.9,,7.1,,41.4,l,53.3,,15.0,f,28.2,,84,,8.4,,,,
131,India,51.9,,53.7,,49.7,,28.7,,3.5,,9.7,,27.2,,80.8,,12.0,g,52.9,,84,,24.1,,,,
132,Bhutan,64.7,,66.4,,56.3,,32.7,,2.6,,9.2,,..,,53.1,,3.0,,10.9,,56,,3.2,,,,
133,Timor-Leste,39.3,,41.3,,50.6,,39.8,,5.0,,15.7,,..,,69.6,,4.0,g,77.7,,84,,100.0,,,,
134,Vanuatu,68.0,,71.0,,..,,..,,4.3,,8.8,,..,,70.0,,15.0,f,..,,84,,3.5,,,,
135,Congo,64.8,,69.8,,..,,..,,7.2,,12.2,,..,,75.1,,23.0,f,46.3,,105,,22.1,,,,
135,Equatorial Guinea,74.3,,82.0,,..,,..,,9.4,,15.3,,..,,..,,28.0,g,20.4,,84,,..,,,,
137,Kiribati,..,,..,,22.1,,61.8,,..,,..,,..,,53.3,,..,,..,,84,,..,,,,
138,Lao People's Democratic Republic,76.1,,77.4,,71.3,,20.2,,1.6,,4.0,,..,,83.9,,10.0,f,84.1,,105,,5.6,,,,
139,Bangladesh,59.4,,62.2,,47.5,,35.3,,4.4,,11.6,,40.3,,57.8,,4.0,f,86.1,,112,,39.5,,,,
139,Ghana,72.1,,77.0,,44.7,,40.9,,6.3,,12.2,,..,,76.8,,22.0,f,44.1,,84,,7.6,,,,
139,Zambia,67.3,,75.3,,52.2,,38.3,,10.7,,19.7,,28.3,e,79.0,,41.0,"f,g",78.4,,84,,7.7,,,,
142,Sao Tome and Principe,52.1,,60.5,,26.1,,46.9,,14.0,,21.8,,..,,..,,26.0,f,..,,90,,41.8,,,,
143,Cambodia,80.5,,80.9,,54.1,,29.6,,0.5,,0.8,,7.8,,64.1,,19.0,f,71.8,,90,,5.0,,,,
144,Nepal,80.5,,83.0,,66.5,,22.4,,3.1,,5.1,,9.2,,..,,37.0,f,43.9,,52,,62.5,,,,
145,Myanmar,74.3,,78.0,,..,,..,,4.7,,12.1,,..,,..,,..,,82.6,,98,,..,,,,
146,Kenya,60.9,,67.1,,..,,..,,9.2,,17.6,,..,,..,,26.0,g,..,,90,,7.9,,,,
147,Pakistan,51.0,,53.9,,43.5,,34.0,,5.4,,10.7,,..,,63.1,,..,,37.1,,84,,2.3,,,,
,Low human development,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Swaziland,38.6,,51.8,,..,,..,,25.6,,53.0,,..,,..,,7.0,,22.9,,14,,86.0,,,,
149,Syrian Arab Republic,36.5,,41.7,,13.2,,55.3,,12.3,,28.5,,..,,32.9,,4.0,g,34.8,,120,,16.7,,,,
150,Angola,63.2,,68.4,,..,,..,,7.6,,12.0,,..,,..,,24.0,g,49.9,,90,,14.5,,,,
151,Tanzania (United Republic of),76.0,,78.6,,66.9,,26.6,,3.2,,6.3,,31.8,,74.0,,29.0,f,72.6,,84,,3.2,,,,
152,Nigeria,53.1,,56.3,,..,,..,,5.8,,8.6,,..,,..,,25.0,,72.3,,84,,..,,,,
153,Cameroon,72.5,,76.0,,..,,..,,4.6,,7.0,,10.8,,73.6,,47.0,f,48.1,,98,,12.5,,,,
154,Papua New Guinea,68.1,,70.3,,..,,..,,3.1,,6.7,,..,,..,,..,,66.5,,0,,0.9,,,,
154,Zimbabwe,74.7,,82.4,,65.8,,25.0,,9.3,,15.4,,..,,65.5,,..,,82.9,,98,,6.2,,,,
156,Solomon Islands,43.9,,67.4,,..,,..,,34.8,,51.5,,..,,..,,..,,52.6,,84,,13.1,,,,
157,Mauritania,32.5,,47.2,,..,,..,,31.1,,47.3,,..,,..,,15.0,,17.6,,98,,9.3,m,,,
158,Madagascar,84.6,,86.4,,75.3,,16.9,,2.2,,3.6,,5.0,,86.0,,23.0,f,90.0,,98,,4.6,,,,
159,Rwanda,82.9,,84.9,,75.3,,16.2,,2.4,,3.0,,..,,77.7,,29.0,,82.1,,84,,4.7,,,,
160,Comoros,46.2,,57.4,,..,,..,,19.6,,37.7,,..,,..,,22.0,,25.3,,98,,..,,,,
160,Lesotho,48.1,,66.4,,..,,..,,27.5,,37.6,,..,,17.4,,23.0,g,64.6,,84,,100.0,,,,
162,Senegal,51.7,,57.1,,46.1,,22.4,,9.3,,13.1,,..,,58.0,,15.0,,63.8,,98,,23.5,,,,
163,Haiti,61.7,,66.3,,..,,..,,6.9,,17.4,,..,,..,,24.0,,60.5,,42,,1.0,n,,,
163,Uganda,81.9,,85.0,,71.9,,20.2,,3.6,,6.0,,5.9,h,78.9,,16.0,f,60.6,,84,,6.6,,,,
165,Sudan,41.6,,48.1,,44.6,,40.1,,13.6,,22.5,,..,,..,,25.0,f,27.6,,56,,4.6,,,,
166,Togo,74.6,,80.9,,..,,..,,7.7,,12.2,,9.0,,89.1,,28.0,f,65.7,,98,,10.9,,,,
167,Benin,70.9,,71.7,,45.1,,44.0,,1.1,,2.3,,20.0,,87.7,,15.0,,65.7,,98,,9.7,,,,
168,Yemen,41.7,,49.6,,24.7,,56.2,,15.9,,30.1,,48.1,,29.6,,23.0,g,50.5,,70,,8.5,,,,
169,Afghanistan,47.5,,52.5,,..,,..,,9.6,,19.9,,..,,..,,29.0,f,89.8,,90,,10.7,,,,
170,Malawi,75.5,,81.0,,64.1,,28.5,,6.7,,8.9,,16.7,,..,,39.0,f,87.6,,56,,4.1,,,,
171,Côte d'Ivoire,60.6,,67.0,,..,,..,,9.5,,13.7,,..,,79.0,,26.0,,53.9,,98,,7.7,,,,
172,Djibouti,24.1,,52.3,,..,,..,,53.9,,..,,..,,..,,8.0,g,..,,98,,12.0,m,,,
173,Gambia,54.0,,77.3,,31.5,,54.6,,30.1,,44.4,,..,,60.5,,19.0,,..,,180,,10.8,,,,
174,Ethiopia,78.4,,83.0,,72.7,,19.9,,5.5,,7.6,,1.1,i,88.8,,27.0,,75.3,,90,,9.0,,,,
175,Mali,60.6,,66.2,,..,,..,,8.5,,10.7,,13.5,,82.9,,21.0,,80.0,,98,,5.7,,,,
176,Congo (Democratic Republic of the),68.4,,71.1,,..,,..,,3.8,,6.2,,..,,..,,38.0,f,85.3,,98,,15.0,,,,
177,Liberia,58.4,,60.9,,46.5,,41.2,,4.2,,4.9,,14.5,,78.7,,21.0,g,89.0,,90,,..,,,,
178,Guinea-Bissau,67.2,,72.7,,..,,..,,7.6,,12.4,,..,,..,,38.0,,79.4,,60,,6.2,,,,
179,Eritrea,76.9,,83.9,,..,,..,,8.4,,13.0,,..,,..,,..,,69.0,,60,,..,,,,
179,Sierra Leone,64.5,,66.8,,..,,..,,3.4,,5.3,,..,,..,,37.0,,81.4,,84,,0.9,,,,
181,Mozambique,61.5,,79.1,,..,,..,,22.3,,37.8,,10.1,,..,,22.0,g,90.9,,60,,17.3,,,,
181,South Sudan,..,,73.2,,..,,..,,..,,..,,..,,..,,..,,..,,56,,..,,,,
183,Guinea,80.9,,82.3,,74.8,,19.3,,1.8,,1.2,,..,,89.8,,28.0,,72.5,,98,,8.8,,,,
184,Burundi,82.4,,83.7,,..,,..,,1.5,,2.9,,..,,93.7,,26.0,,93.5,,84,,4.0,,,,
185,Burkina Faso,81.1,,83.5,,..,,..,,2.9,,4.7,,..,,89.6,,39.0,,80.5,,98,,3.2,,,,
186,Chad,67.6,,71.6,,..,,..,,5.6,,8.3,,..,,..,,26.0,,67.0,,98,,1.6,,,,
187,Niger,62.9,,64.7,,..,,..,,2.8,,3.9,,..,,84.8,,31.0,,85.1,,98,,6.1,,,,
188,Central African Republic,72.1,,78.0,,..,,..,,7.6,,12.3,,..,,..,,29.0,,81.3,,98,,..,,,,
,Other countries or territories,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),74.2,,79.5,,..,,..,,6.7,,12.8,,..,,..,,..,,81.4,,..,,..,,,,
,Marshall Islands,..,,..,,11.0,,79.6,,..,,..,,..,,..,,..,,..,,..,,64.2,,,,
,Monaco,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,,,
,Nauru,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,56.5,,,,
,San Marino,..,,..,,0.3,,65.4,,..,,..,,..,,..,,..,,..,,150,,..,,,,
,Somalia,50.2,,54.3,,..,,..,,7.5,,11.7,,..,,..,,49.0,g,76.7,,..,,..,,,,
,Tuvalu,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,19.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,56.4,,60.4,,3.8,,72.7,,6.8,,16.3,,13.4,,..,,..,,..,,114,,90.4,,,,
,High human development,63.1,,66.8,,14.0,,53.8,,5.8,,14.4,,..,,..,,..,,11.8,,116,,70.9,,,,
,Medium human development,55.5,,58.6,,43.7,,35.6,,5.2,,13.4,,..,,63.0,,12.1,,47.9,,91,,25.6,,,,
,Low human development,64.0,,68.6,,..,,..,,7.0,,11.4,,..,,..,,26.8,,71.9,,85,,9.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,60.0,,63.6,,35.1,,41.4,,5.7,,13.5,,..,,..,,15.6,,33.3,,95,,50.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,44.2,,49.8,,22.8,,51.9,,11.7,,29.0,,..,,..,,12.1,,34.9,,73,,36.6,,,,
,East Asia and the Pacific,67.6,,70.8,,25.1,,44.1,,4.6,,12.6,,..,,..,,..,,20.7,,82,,65.5,,,,
,Europe and Central Asia,51.5,,57.4,,20.3,,54.4,,10.4,,19.3,,..,,28.5,,6.4,,4.3,,165,,86.1,,,,
,Latin America and the Caribbean,61.2,,65.4,,14.8,,65.0,,6.4,,14.3,,19.5,,31.3,,10.2,,8.6,,89,,59.6,,,,
,South Asia,52.2,,54.5,,47.3,,30.9,,4.2,,10.7,,28.2,,74.8,,12.1,,52.5,,99,,23.9,,,,
